thres,kernel_size = 3,kernel_size = 5,kernel_size = 7,kernel_size = 9
0.6464646464646465,0.0,0.0,0.0,0.0
0.6565656565656566,0.0,0.0,0.0,0.0
0.6666666666666667,0.0,0.0,0.0,0.0
0.6767676767676768,0.0,0.0,0.0,0.0
0.686868686868687,0.0,0.0,0.0,0.0
0.696969696969697,0.0,0.0,0.0,0.0
0.7070707070707072,0.0,0.0,0.0,0.0
0.7171717171717172,0.0,0.0,0.0,0.0
0.7272727272727273,0.0,0.0,0.0,0.0
0.7373737373737375,0.0,0.0,0.0,0.0
0.7474747474747475,0.0,0.0,0.0,0.0
0.7575757575757577,0.0,0.0,0.0,0.0
0.7676767676767677,0.0,0.0,0.0,0.0
0.7777777777777778,0.0,0.0,0.0,0.0
0.787878787878788,0.0,0.0,0.0,0.0
0.797979797979798,0.0,0.0,0.0,0.0
0.8080808080808082,0.0,0.0,0.0,0.0
0.8181818181818182,0.0,0.0,0.0,0.0
0.8282828282828284,0.0,0.0,0.0,0.0
0.8383838383838385,0.0,0.0,0.0,0.0
0.8484848484848485,0.0,0.0,0.0,0.0
0.8585858585858587,0.0,0.0,0.0,0.0
0.8686868686868687,0.0,0.0,0.0,0.0
0.8787878787878789,0.0,0.0,0.0,0.0
0.888888888888889,0.0,0.0,0.0,0.0
0.8989898989898991,0.0,0.0,0.0,0.0
0.9090909090909092,0.0,0.0,0.0,0.0
0.9191919191919192,0.0,0.0,0.0,0.0
0.9292929292929294,0.0,0.0,0.0,0.0
0.9393939393939394,0.0,0.0,0.0,0.0
0.9494949494949496,0.0,0.0,0.0,0.0
0.9595959595959597,0.0,0.0,0.0,0.0
0.9696969696969697,0.0,0.0,0.0,0.0
0.9797979797979799,0.0,0.0,0.0,0.0
0.98989898989899,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
